orderID|coupon1Used|coupon2Used|coupon3Used|basketValue
6054|0.3920658424496651|0.32431569546461103|0.25768744945526123|133.50282287597656
6055|0.3297501653432846|0.2339278407394886|0.21352618783712388|201.49607849121094
6056|0.4107946217060089|0.28790908455848696|0.21003877073526384|174.09011840820312
6057|0.3760192960500717|0.32931470721960066|0.31588159054517745|152.52688598632812
6058|0.3359340846538544|0.31612974852323533|0.27973381280899046|247.09803771972656
6059|0.3510835111141205|0.32568766474723815|0.25816121846437456|166.03709411621094
6060|0.6116996586322785|0.3885824382305145|0.31701836735010147|113.06748962402344
6061|0.5749104171991348|0.33599577099084854|0.29848996847867965|174.01516723632812
6062|0.42134109139442444|0.37602039724588393|0.31989961862564087|186.1689453125
6063|0.3580569952726364|0.3283620774745941|0.2396824039518833|164.885498046875
6064|0.3719820439815521|0.3451860979199409|0.33721849471330645|116.39049530029297
6065|0.3246471300721169|0.2719795785844326|0.3163521304726601|160.77052307128906
6066|0.3638832032680511|0.3203843906521797|0.24965812489390374|117.745849609375
6067|0.3623512744903564|0.3242849498987198|0.2264902673661709|399.17633056640625
6068|0.33994847238063813|0.31791648343205453|0.30094937086105344|179.7137451171875
6069|0.354289510846138|0.2916890822350979|0.26786511167883875|183.9735107421875
6070|0.36000182032585143|0.43947755843400954|0.29355959594249725|153.89163208007812
6071|0.354505230486393|0.32778215408325195|0.306312283873558|167.24273681640625
6072|0.3607767716050148|0.32596211731433866|0.2813996933400631|188.12449645996094
6073|0.3172092169523239|0.2575640335679054|0.24569104760885238|161.25889587402344
6074|0.42928807735443114|0.3565130889415741|0.3133699581027031|166.0321044921875
6075|0.3629890114068985|0.3123604148626328|0.33261187225580213|149.02117919921875
6076|0.4144359648227692|0.41629080921411515|0.39489573836326597|184.3155975341797
6077|0.395994208753109|0.3177695393562317|0.30373591408133505|158.86415100097656
6078|0.21098968908190727|0.21122207194566728|0.15499613359570502|189.37814331054688
6079|0.40724488347768784|0.35611685961484907|0.4132112577557564|168.6058807373047
6080|0.34395721554756165|0.2906793937087059|0.2892307139933109|191.57183837890625
6081|0.3972857594490051|0.37889735102653505|0.3411698415875435|154.2050018310547
6082|0.36379801779985427|0.32694424241781234|0.30929055213928225|196.88174438476562
6083|0.383959636092186|0.3807621389627457|0.3100170761346817|194.48086547851562
6084|0.3545559227466583|0.3239977389574051|0.2561372444033623|121.46757507324219
6085|0.36122958809137345|0.3268571004271507|0.30343847870826723|86.5584716796875
6086|0.3696228817105293|0.2791762314736843|0.3165122225880623|114.26416015625
6087|0.22784900292754173|0.1829344980418682|0.23506152257323265|170.39759826660156
6088|0.36190594285726546|0.3308521956205368|0.3408869281411171|169.71279907226562
6089|0.31441091001033783|0.28986168205738067|0.22566634342074393|189.8860626220703
6090|0.33911495208740233|0.32129649072885513|0.30726190730929376|172.5329132080078
6091|0.25715991407632827|0.2572135075926781|0.19981790259480475|193.435302734375
6092|0.23943808674812317|0.1903396539390087|0.20177275612950324|193.09848022460938
6093|0.22784900292754173|0.24397371336817741|0.2244814932346344|159.70692443847656
6094|0.39547995626926424|0.3846603974699974|0.41698748618364334|158.64772033691406
6095|0.2306175000965595|0.16569943651556968|0.15744655057787896|237.62359619140625
6096|0.28609342873096466|0.2058404043316841|0.18217578381299973|197.51852416992188
6097|0.34640436470508573|0.2877921096980572|0.2874162390828133|182.15792846679688
6098|0.2449260577559471|0.22795328497886658|0.18285758346319197|182.15948486328125
6099|0.34866853803396225|0.2884602963924408|0.1956053577363491|180.02963256835938
6100|0.31961347758769987|0.32489071041345596|0.2714595511555672|189.2117919921875
6101|0.4097050651907921|0.32840847969055176|0.39373638331890104|191.0861053466797
6102|0.346477273106575|0.3360316604375839|0.33400197699666023|225.7033233642578
6103|0.3242114409804344|0.2813086502254009|0.21427937000989913|195.29417419433594
6104|0.35123727172613145|0.33752830177545545|0.3698629543185234|172.37478637695312
6105|0.3326180264353752|0.36581304371356965|0.26626560762524604|182.3561553955078
6106|0.3517148122191429|0.3116199165582657|0.22346176505088805|99.02460479736328
6107|0.23286983668804168|0.1870507627725601|0.20092516914010047|186.12295532226562
6108|0.35413254499435426|0.31185254007577895|0.25593426674604414|145.4134979248047
6109|0.23434178307652473|0.18651437088847161|0.14612082168459892|178.66517639160156
6110|0.3551627263426781|0.3322904720902443|0.2682117685675621|234.87814331054688
6111|0.2844578117132187|0.20914555564522744|0.22380226403474807|179.28851318359375
6112|0.36740667968988416|0.4329641550779343|0.30998484790325165|181.8004150390625
6113|0.36783835887908933|0.3797184258699417|0.33365128487348555|140.05780029296875
6114|0.3616440013051033|0.3277833044528961|0.26028984785079956|198.53048706054688
6115|0.40532955676317217|0.359504833817482|0.387275829911232|185.1153564453125
6116|0.3165258765220642|0.2439412698149681|0.21814052239060402|171.1360626220703
6117|0.32609123885631563|0.27230135127902033|0.22658020332455636|171.5098114013672
6118|0.33919030129909516|0.3528778597712517|0.3485183045268059|178.74681091308594
6119|0.22092592865228652|0.17844209149479867|0.1845459170639515|200.32308959960938
6120|0.3817798629403114|0.36503269225358964|0.3310433864593506|138.08274841308594
6121|0.2804426848888397|0.15653998926281928|0.1332087181508541|215.61463928222656
6122|0.3449180260300636|0.33911860883235934|0.24585191085934638|184.28265380859375
6123|0.24758022278547287|0.19494211301207542|0.16042923219501973|385.7403259277344
6124|0.24197029173374177|0.19804942682385446|0.18709010258316994|209.35130310058594
6125|0.3184802904725075|0.22157525196671485|0.1760731518268585|195.69651794433594
6126|0.3992015853524208|0.3397121265530586|0.30185278207063676|183.4619903564453
6127|0.22364755421876908|0.16681834906339646|0.14997856542468072|185.21009826660156
6128|0.2151708073914051|0.14215199165046216|0.12200025878846646|222.7650146484375
6129|0.2821380525827408|0.21496388092637062|0.19833809286355972|182.39303588867188
6130|0.36955572217702864|0.3433552637696266|0.3344090834259987|407.447265625
6131|0.324443057179451|0.22416377291083336|0.23270056024193764|174.91746520996094
6132|0.24308307990431785|0.19342137947678567|0.16291281953454018|296.30181884765625
6133|0.24308307990431785|0.19342137947678567|0.16291281953454018|296.30181884765625
6134|0.24308307990431785|0.19342137947678567|0.16291281953454018|296.30181884765625
6135|0.2336868517100811|0.19342137947678567|0.16291281953454018|296.30181884765625
6136|0.38387460708618165|0.3986741408705711|0.317736504971981|158.7650146484375
6137|0.22645928785204889|0.1595904253423214|0.13193767704069614|202.14923095703125
6138|0.3338434547185898|0.2763772547245026|0.21287074089050292|177.14077758789062
6139|0.40575039833784105|0.3571755483746529|0.30680143982172015|162.9751739501953
6140|0.19576512575149535|0.2227587878704071|0.13899284042418003|150.081787109375
6141|0.16092521771788598|0.10160549581050873|0.10735133625566959|134.04124450683594
6142|0.3833364263176918|0.44697507470846176|0.31498925387859344|166.46176147460938
6143|0.19107034131884576|0.14454232193529606|0.1376888558268547|178.68382263183594
6144|0.37452122271060945|0.29022189080715177|0.33349029123783114|175.23846435546875
6145|0.3572620555758476|0.30688790902495383|0.27329244911670686|195.4207763671875
6146|0.3185513347387314|0.2028539814054966|0.2324300691485405|163.29238891601562
6147|0.1401816423982382|0.1301685929298401|0.08764798194169998|216.422607421875
