orderID|orderTime|userID|couponsReceived|couponID1|price1|basePrice1|reward1|premiumProduct1|brand1|productGroup1|categoryIDs1|couponID2|price2|basePrice2|reward2|premiumProduct2|brand2|productGroup2|categoryIDs2|couponID3|price3|basePrice3|reward3|premiumProduct3|brand3|productGroup3|categoryIDs3|coupon1Used|coupon2Used|coupon3Used|basketValue
6054|2015-03-10 08:09:55|8877a81d04e853bc31c50da2bd2afaff|2015-03-10 08:03:09|a35974920ba3c9b3a6e50a89910e6b81|9.17|2.04|0.94|1|4e03e74099990e8529eb7e7328220af1|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|5d64a4abdded231d2b2bc310b13d4ed8|4.82|0.6|1.57|0||008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|1b950b8f844e60606af9a7afaad9e0d6|6.21|1.24|1.57|1|4e03e74099990e8529eb7e7328220af1|6cb9192a405cfe3283dc2dd4d1c8899b|796c5815752a170021838a78bf7fab34||||
6055|2015-03-10 10:03:15|cf32c4ed5a80fe1ae07b265e494789a2|2015-03-10 09:07:00|a35974920ba3c9b3a6e50a89910e6b81|9.17|2.04|0.94|1|4e03e74099990e8529eb7e7328220af1|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|c8a380f6abb306d25961f921589ce474|9.22|2.56|1.57|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|8554b2c4464cd447889849cff75b936d|2.69|2.69|1.57|1|4e03e74099990e8529eb7e7328220af1|364689b55305dcbcb1f3176c7afdb74a|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77||||
6056|2015-03-10 10:42:51|313124dadc91f974ef726b76f1c4d014|2015-03-10 09:51:31|bd25bbf47a12fdb71ca888450a770a57|7.83|1.73|0.94|0|f6601412b868a05c118961e9d7869bc8|920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7|9ba570a84b154eefaed3c491f7caf392|5.93|0.98|1.57|0|f6601412b868a05c118961e9d7869bc8|008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|daa1e02e3b7b8f55f30d5deb937ed906|3.33|2.38|0.63|1|4e03e74099990e8529eb7e7328220af1|719076d25a5d21b11a8534341545823b|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970||||
6057|2015-03-10 13:02:55|2d541bd797b942957fffab248222ca56|2015-03-10 12:50:56|b9d7c9da92ed36289afaa1f8eaaf0dbb|6.39|2.56|1.57|0||920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7|fd80ccad694d27c94373404097d18acd|4.35|1.74|1.26|0|f6601412b868a05c118961e9d7869bc8|37d4e26777956be4bae6409f8a1c4f2b|f12c4112c9ea685dc2d2705b1448bfbc|03c9b6110456b4de08411953532c4996|4.54|1.13|0.94|0|60911b4dbbed5feea938890a46ae07be|ac5ab77db2b6d9559fef26182f3c515b|7a04f5ee0a1363e6af5ca20434ed72a0,796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b||||
6058|2015-03-10 13:52:59|9ddbc3f477d31b609f962555d72503ad|2015-03-10 13:12:58|9a31b4209950d7e138071bb4e63c0586|13.34|4.45|1.57|0|a38b030516e52b6f126fb96c159aba25|bfdca7185ad7366f965590bab1417db5|b7e3b0110f96213f5087034b92be487a|179e167fd0dc215ddf6346999a1d8ba6|5.74|0.88|1.57|1|4e03e74099990e8529eb7e7328220af1|e54573aaf3c08c40545b97cc5ddf1732|f12c4112c9ea685dc2d2705b1448bfbc,667daa357f8999be0805a6d62d7d3970|4430e468db7670b2ffbefd6cdb9d89e3|4.91|2.45|1.57|1|4e03e74099990e8529eb7e7328220af1|d1b083d764bac332ee2715c369cf7ec1|796c5815752a170021838a78bf7fab34||||
6059|2015-03-10 14:55:07|a192a4eae2aaec23c54b424b961864c9|2015-03-10 14:54:14|4b7f8cd394ebc65414c182e7261127f4|2.73|2.09|1.57|0|a38b030516e52b6f126fb96c159aba25|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|416516742b82b62b8e6e056a4aaa6152|5.56|1.11|0.63|0|f6601412b868a05c118961e9d7869bc8|008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|4347586f20b9619bc56490da63fe7e32|5.37|0|1.26|0||89f4ebbb12bbed5670bcdcb48884abc8|796c5815752a170021838a78bf7fab34||||
6060|2015-03-10 15:14:44|8f49f88a3fd0177ec269627c5aae808d|2015-03-10 15:06:35|95a665a99bc32df789fe4e32689a1d61|7.5|1.25|0.94|0|f6601412b868a05c118961e9d7869bc8|113593efe095675415192b4aa1ab8653|b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7|daeb0780e821ccd9c55ecb42cf57613c|3.06|0.61|1.26|1|4e03e74099990e8529eb7e7328220af1|027ffcc0ad4d5c700af8c916e7cb8bfa|796c5815752a170021838a78bf7fab34|2f3ec6f91181deae49eba36961324981|5.42|0|1.26|0||5887515e36ff538b8c0f4a3eee4dc06b|f74dc92e8e6835ab41d6cb2ca7fc70f9||||
6061|2015-03-10 15:19:54|31495e7a27c0cf55276caaeb01850e48|2015-03-10 14:47:03|b3dca93c5020bd3878090da9aef5bb90|10|166.72|0.94|1|4e03e74099990e8529eb7e7328220af1|113593efe095675415192b4aa1ab8653|b78123c345b9f8a300a7fac7a735a8bd,667daa357f8999be0805a6d62d7d3970|9f619780e4c6430595f1f63c41a592dd|4.82|7.41|0.94|1|4e03e74099990e8529eb7e7328220af1|c6c09263ddbac092fa9decae04aadbec|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|7459d6f75952ed4ddd079845bdaeea2d|2.32|0|1.57|0|4e03e74099990e8529eb7e7328220af1|c6c09263ddbac092fa9decae04aadbec|796c5815752a170021838a78bf7fab34||||
6062|2015-03-10 15:46:25|0dee06a903c108e83459847339453ccd|2015-03-10 15:40:57|ad283ed54bf2e53aa34bd559fda94b84|15.7|15.7|1.26|0||5d7f92459adc7208db382fdf5d8f5896|796c5815752a170021838a78bf7fab34,6f735673e0cbf770a14c38aa256011a7|b54ff65fbe567df45a5099f15caac33e|6.02|0|1.26|0||c6c09263ddbac092fa9decae04aadbec|796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b,6f735673e0cbf770a14c38aa256011a7|09b112678279b9e877d5edaa811f4ead|3.33|6.67|1.57|0||c6c09263ddbac092fa9decae04aadbec|796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b||||
6063|2015-03-10 15:47:25|b08c305450c21d0a919c119d7d6d1209|2015-03-10 15:09:10|64e4509b349a072974c52d9cc49ba96d|23.06|6.98|0.94|0|304979e999d95fc59d85cba5f1633595|1ab8f2da2e6452c08ea81d6d6597f6be|b7e3b0110f96213f5087034b92be487a|98b889da699bdac9d2ffb41e3c164367|20.33|0.81|1.57|0||37d4e26777956be4bae6409f8a1c4f2b|f12c4112c9ea685dc2d2705b1448bfbc|4270374b0780f856a6afdf98bf759f1a|2.73|0.88|1.26|0|304979e999d95fc59d85cba5f1633595|e006513b5c7be290e81c8bd614362d07|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7||||
